x,y,objectid,mill_name,latitude,longitude,rspo_model,cert,id,prnt_comp,country,state,sub_state,alt_name,address,globalid,Group_Name
15.159,-92.59046,4113,FINCA LA LIMA,15.159,-92.59046,unspecified,Not RSPO Certified,PO1000004759,PAKAL CONSULTORES EN AGRONEGOCIOS DEL SURESTE,Mexico,Chiapas,Villa Comaltitlán,unspecified,1-Fully Verified,{D02C5707-8F7F-41DA-A008-ED389882E895},UNKNOWN
15.322,-92.82211,4114,ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,15.322,-92.82211,unspecified,Not RSPO Certified,PO1000004760,ACEITE CHIAPANECA LA PALMA S. DE P.R. DE R.L. DE C.V.,Mexico,Chiapas,Acapetahua,unspecified,1-Fully Verified,{4D87EE87-F15D-4B3C-83D6-377F5CE412C8},GRUPO OLEOMEX (OLEOFINOS)
15.236,-92.58649,4115,PROCESADORA DE ACEITE DE PALMA,15.236,-92.58649,unspecified,Not RSPO Certified,PO1000004761,PROCESADORA DE ACEITE DE PALMA,Mexico,Chiapas,Villa Comaltitlán,unspecified,1-Fully Verified,{611577E1-8E5C-417B-AC84-7FF76F4CF580},UNKNOWN
15.248,-92.67826,4116,ACAPETAHUA,15.248,-92.67826,unspecified,Not RSPO Certified,PO1000004762,OLEOSUR,Mexico,Chiapas,Villa Comaltitlán,unspecified,1-Fully Verified,{A8C532E4-639E-4B06-B1F6-7A40758296E9},GRUPO PROPALMA
17.573,-92.03014,4117,PALMERAS OLEAGINOSAS DEL SUR,17.573,-92.03014,unspecified,Not RSPO Certified,PO1000004763,PALMERAS OLEAGINOSAS DEL SUR S.A. DE C.V.,Mexico,Chiapas,Palenque,unspecified,1-Fully Verified,{B85B5850-3674-486B-931E-434FC9CF8377},GRUPO NUMAR
18.262,-91.30378,4118,OLEOFINOS DEL CARMEN,18.262,-91.30378,unspecified,Not RSPO Certified,PO1000004764,OLEOFINOS DEL CARMEN,Mexico,Campeche,Carmen,unspecified,1-Fully Verified,{C8775878-E76D-4503-AC67-8F2FA8CB31BC},UNKNOWN
18.047,-94.91767,4119,ACEITES DE PALMA,18.047,-94.91767,unspecified,Not RSPO Certified,PO1000004765,ACEITES DE PALMA,Mexico,Veracruz,Hueyapan de Ocampo,unspecified,1-Fully Verified,{EF941950-51F0-45B7-9CD2-50ECFAE3ACDD},UNKNOWN
10.03569,-83.34412,4120,CAL Y BLANCO S.A,10.03569,-83.34412,unspecified,Not RSPO Certified,PO1000004766,CAL Y BLANCO S.A,Costa Rica,Limón,Matina,unspecified,1-Fully Verified,{88201B03-3E9D-4DA4-9DE4-E2D3FEE1A0AF},UNKNOWN
12.26502,-83.83003,4121,INDUSTRIAL ACEITERA DE LA RAAS,12.26502,-83.83003,unspecified,Not RSPO Certified,PO1000004767,COMPAÑÍA INDUSTRIAL ACEITERA COTO 54 S.A.,Nicaragua,Atlántico Sur,Kukra Hill,unspecified,1-Fully Verified,{E6015AF8-E6EF-4393-96C4-FF99F769B804},GRUPO NUMAR
15.58892,-86.11283,4122,COAPALMA-ECARA,15.58892,-86.11283,unspecified,Not RSPO Certified,PO1000004768,COAPALMA-ECARA (EMPRESA CAMPESINA AGROINDUSTRIAL DE LA REFORMA AGRARIA DE LA PALMA DE ACEITE),Honduras,Colón,Tocoa,unspecified,1-Fully Verified,{2040CE2A-DE63-4C32-96D3-6A6DAA77F32A},UNKNOWN
5.3639,-3.38045,4123,PALMCI TOUMANGUIE,5.3639,-3.38045,unspecified,Not RSPO Certified,PO1000004771,PALMCI,Côte d'Ivoire,Comoé,Sud Comoé,unspecified,1-Fully Verified,{9A7505BD-DE22-4787-A007-CC25F30116C2},SIFCA
4.9695,-7.50486,4124,PALMCI GBAPET,4.9695,-7.50486,unspecified,Not RSPO Certified,PO1000004773,PALMCI,Côte d'Ivoire,Bas-Sassandra,San-Pédro,unspecified,1-Fully Verified,{289A7821-CFFA-4AA2-B432-D4B9B9D7F487},SIFCA
5.2359,-7.39964,4125,PALMCI NEKA,5.2359,-7.39964,unspecified,Not RSPO Certified,PO1000004774,PALMCI,Côte d'Ivoire,Bas-Sassandra,San-Pédro,unspecified,1-Fully Verified,{FC88C49B-2B05-4328-AFBA-43D571C0249A},SIFCA
4.67906,-7.09119,4126,SOGB GRAND BEREBI,4.67906,-7.09119,unspecified,Not RSPO Certified,PO1000004775,SOGB,Côte d'Ivoire,Bas-Sassandra,San-Pédro,unspecified,1-Fully Verified,{819AB66F-6DAE-474B-8494-94F43C44B1E4},SOCFIN
5.2005,-3.038,4127,PALMCI ANTENNE 1,5.2005,-3.038,unspecified,Not RSPO Certified,PO1000004777,PALMCI,Côte d'Ivoire,Comoé,Sud Comoé,unspecified,1-Fully Verified,{F3CC9727-2B46-4862-9AD9-CE43AC1CF6A5},SIFCA
5.3381,-2.9821,4128,PALMCI ANTENNE 2,5.3381,-2.9821,unspecified,Not RSPO Certified,PO1000004778,PALMCI,Côte d'Ivoire,Comoé,Sud Comoé,unspecified,1-Fully Verified,{D1CE9F12-3512-47E5-9EB8-C46083D2D189},SIFCA
6.1521,80.32613,4129,NAKIADENIYA OIL PALM MILL,6.1521,80.32613,unspecified,Not RSPO Certified,PO1000004779,WATAWALA PLANTATIONS PLC NIYA,Sri Lanka,Galle,Nagoda,unspecified,2-High Confidence,{FA046EB7-B6A5-43BE-AE4D-C700560F5B7F},UNKNOWN
3.72687,114.28091,4130,LOAGAN BUNUT,3.72687,114.28091,unspecified,Not RSPO Certified,PO1000004785,BOUSTEAD PELITA TINJAR SDN BHD,Malaysia,Sarawak,Marudi,unspecified,1-Fully Verified,{5BA80D24-08BE-44DA-93E9-7C8AF5D6BF6B},BOUSTEAD PLANTATIONS BERHAD
3.29414,102.82153,4131,KERATONG,3.29414,102.82153,unspecified,Not RSPO Certified,PO1000004786,CHIN TECK PLANTATIONS BERHAD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{4CB1739F-83F7-44BC-8AFA-1FFEF5A3D350},CHIN TECK PLANTATIONS BERHAD
3.03268,114.09446,4132,SAMLING,3.03268,114.09446,unspecified,Not RSPO Certified,PO1000004788,SAMLING PLANTATION SDN BHD,Malaysia,Sarawak,Belaga,unspecified,1-Fully Verified,{E6A08AB0-8A25-4CDE-BA94-2566E41B791D},GLENEALY PLANTATIONS SDN BHD
2.51562,113.38449,4133,LANA,2.51562,113.38449,unspecified,Not RSPO Certified,PO1000004790,SAMLING PLANTATION SDN BHD,Malaysia,Sarawak,Belaga,unspecified,1-Fully Verified,{841DD8F8-4335-4B95-AE33-7B7340A39355},GLENEALY PLANTATIONS SDN BHD
5.10935,116.09415,4134,KENINGAU POM,5.10935,116.09415,unspecified,Not RSPO Certified,PO1000004794,KENINGAU PALM OIL MILL SDN BHD,Malaysia,Sabah,Keningau,unspecified,1-Fully Verified,{CF4ACED8-0EA4-4265-9DDB-8728FF708D34},SABAH LAND DEVELOPMENT BOARD
1.0225,110.69167,4135,TETANGGA AKRAB 1,1.0225,110.69167,unspecified,Not RSPO Certified,PO1000004795,TETANGGA AKRAB SDN BHD,Malaysia,Sarawak,Serian,unspecified,1-Fully Verified,{626727E8-003D-4FC7-ADAA-6EE18D9D58B9},TETANGGA AKRAB
4.82764,118.06325,4136,TINGKAYU,4.82764,118.06325,unspecified,Not RSPO Certified,PO1000004796,KOONG SHING SDN BHD,Malaysia,Sabah,Kunak,unspecified,1-Fully Verified,{573DA930-B5A7-4214-BBC5-810FF7967FA9},N.Y. HIEW (HOLDINGS) SDN BHD
5.62224,118.24725,4137,MELANGKING,5.62224,118.24725,unspecified,Not RSPO Certified,PO1000004797,MELANGKING OIL PALM PLANTATION SDN BHD,Malaysia,Sabah,Sandakan,unspecified,1-Fully Verified,{FE8A2FB7-89A9-4F29-8ACC-250B39802C81},MELANGKING OIL PALM PLANTATION SDN BHD
1.5093,109.90607,4138,LUNDU,1.5093,109.90607,unspecified,Not RSPO Certified,PO1000004798,RSB LUNDU PALM OIL MILL SDN BHD,Malaysia,Sarawak,Lundu,unspecified,1-Fully Verified,{3F9A4B5F-C343-486E-AC30-A06176455D94},RIMBUNAN SAWIT BERHAD
2.87375,112.24453,4139,RINWOOD PELITA,2.87375,112.24453,unspecified,Not RSPO Certified,PO1000004799,RINWOOD PELITA (MUKAH) PLANTATION SDN BHD,Malaysia,Sarawak,Mukah,unspecified,1-Fully Verified,{43324E54-C5D3-4F91-B4CB-ABB6E7404E00},RINWOOD PELITA (MUKAH) PLANTATION SDN BHD
1.71251,111.43001,4140,SARATOK,1.71251,111.43001,unspecified,Not RSPO Certified,PO1000004833,SARATOK PALM OIL MILL SDN BHD,Malaysia,Sarawak,Saratok,unspecified,1-Fully Verified,{5D55419E-3C5B-47BE-BBB7-CD77153CC4A6},SARAWAK LAND CONSOLIDATION AND REHABILITATION AUTHORITY (SALCRA)
4.55935,118.18372,4141,SANG GUAN,4.55935,118.18372,unspecified,Not RSPO Certified,PO1000004834,SANG GUAN OIL MILL SDN BHD,Malaysia,Sabah,Tawau,unspecified,1-Fully Verified,{3CC360EC-2736-4D1D-B427-8C8E7E5211AE},SEGALONG GROUP
2.939,103.2438,4142,LADANG ROMPIN,2.939,103.2438,unspecified,Not RSPO Certified,PO1000004835,SEONG THYE PLANTATIONS SDN BHD,Malaysia,Pahang,Rompin,unspecified,1-Fully Verified,{B45B78BC-C8DC-425D-BCF3-B9FDF1C3B7C1},SEONG THYE PLANTATIONS SDN BHD
1.66534,111.20196,4143,LADANG RAJA UDANG,1.66534,111.20196,unspecified,Not RSPO Certified,PO1000004836,THP SARIBAS SDN BHD,Malaysia,Sarawak,Betong,unspecified,2-High Confidence,{D7953F02-6DE5-4780-9DCD-7D1920540D3B},TH PLANTATIONS BERHAD
1.88861,103.62183,4144,ULU SEBOL,1.88861,103.62183,unspecified,Not RSPO Certified,PO1000004838,LADANG PETRI TENGGARA SDN BHD,Malaysia,Johor,Kota Tinggi,unspecified,1-Fully Verified,{FC7E5052-4BA7-4320-8F42-54E68EAD36F5},TRADEWINDS PLANTATION BERHAD
4.81929,118.08774,4145,SABAHAN,4.81929,118.08774,"RSPO Certified, MB",RSPO Certified,PO1000004839,TSH PLANTATION MANAGEMENT SDN BHD,Malaysia,Sabah,Kunak,unspecified,1-Fully Verified,{B93A1B83-C058-48BF-A804-71E90701CFF9},TSH RESOURCES
3.6381,113.50275,4146,SOUTHWIND,3.6381,113.50275,unspecified,Not RSPO Certified,PO1000004840,SOUTHWIND PLANTATION SDN BHD,Malaysia,Sarawak,Miri,unspecified,1-Fully Verified,{8AED3A49-BB8B-49DA-9134-BA64607F79D9},WTK HOLDINGS BHD
3.93187,98.17958,4147,BINA RAHMAD MADANI,3.93187,98.17958,unspecified,Not RSPO Certified,PO1000004841,BINA RAHMAD MADANI,Indonesia,Sumatera Utara,Langkat,unspecified,2-High Confidence,{B7A8C604-7CD1-4D2E-81B1-8602BD38B95C},TRINITY INTERLINK
-1.07892,103.00793,4148,KAMPUNG BARU,-1.07892,103.00793,unspecified,Not RSPO Certified,PO1000004842,ANEKA PURA MULTI KERTA,Indonesia,Jambi,Tanjung Jabung B,unspecified,1-Fully Verified,{2D6EA794-DB03-40C4-9B8B-BF08DE8CCAEB},UNKNOWN
1.01409,118.04836,4149,SUMBER KHARISMA PERSADA,1.01409,118.04836,unspecified,Not RSPO Certified,PO1000004843,SUMBER KHARISMA PERSADA,Indonesia,Kalimantan Timur,Kutai Timur,unspecified,1-Fully Verified,{6C65C3BF-9EE6-4813-B89D-5E1945B96C1A},ASTRA AGRO LESTARI
-0.11148,110.73357,4150,TINTIN BOYOK SAWIT MAKMUR,-0.11148,110.73357,unspecified,Not RSPO Certified,PO1000004844,TINTIN BOYOK SAWIT MAKMUR,Indonesia,Kalimantan Barat,Sekadau,unspecified,2-High Confidence,{B0423613-7B5F-44F2-8D81-36BAFDD5CE35},BARITO PACIFIC
-1.92245,112.29377,4151,KARYA MAKMUR SEJAHTERA,-1.92245,112.29377,unspecified,Not RSPO Certified,PO1000004850,KARYA MAKMUR SEJAHTERA,Indonesia,Kalimantan Tengah,Kotawaringin Timur,unspecified,2-High Confidence,{611F71F0-7221-4818-B5BC-C63095E510FA},GOODHOPE
-2.41648,102.68067,4152,INTI GUNA NABATI,-2.41648,102.68067,unspecified,Not RSPO Certified,PO1000004852,INTI GUNA NABATI,Indonesia,Jambi,Sarolangun,unspecified,1-Fully Verified,{2B06747B-8471-409B-BE4B-334294249F6F},DHARMA AGUNG WIJAYA (DAW)
-2.3404,110.9696,4153,KEDIPI,-2.3404,110.9696,unspecified,Not RSPO Certified,PO1000004853,MAYA AGRO INVESTAMA,Indonesia,Kalimantan Barat,Ketapang,unspecified,2-High Confidence,{6BE57435-7F37-45AC-8E2C-F2D990DB2754},CARGILL
-1.39272,101.47858,4154,SOLOK SELATAN,-1.39272,101.47858,unspecified,Not RSPO Certified,PO1000004855,PERKEBUNAN NUSANTARA VI,Indonesia,Sumatera Barat,Solok Selatan,unspecified,1-Fully Verified,{6B29E9E2-346A-4CA2-82F2-89D02C228AB9},PTPN III
-0.02075,109.5462,4155,PUNDI LAHAN KHATULISTIWA,-0.02075,109.5462,unspecified,Not RSPO Certified,PO1000004856,PUNDI LAHAN KHATULISTIWA,Indonesia,Kalimantan Barat,Kubu Raya,unspecified,1-Fully Verified,{C092987B-784A-4F0B-9CC2-2BB7E9D514A5},PUNDI
-0.56345,116.37388,4156,BANGKIRAI,-0.56345,116.37388,unspecified,Not RSPO Certified,PO1000004857,JAYA MANDIRI SUKSES,Indonesia,Kalimantan Timur,Kutai Kartanegara,unspecified,1-Fully Verified,{E06373FF-9211-420C-8AB7-C6BC87742ED4},EAGLE HIGH PLANTATIONS
-2.22243,116.35605,4157,AGRO INTI KENCANAMAS,-2.22243,116.35605,unspecified,Not RSPO Certified,PO1000004858,AGRO INTI KENCANAMAS,Indonesia,Kalimantan Timur,Paser,unspecified,1-Fully Verified,{F7DC84C3-56D3-458C-BC18-D437CC8ABA04},KENCANA AGRI
0.79133,117.28245,4158,TEPIAN LANGSAT,0.79133,117.28245,unspecified,Not RSPO Certified,PO1000004859,ANUGERAH ENERGITAMA,Indonesia,Kalimantan Timur,Kutai Timur,unspecified,1-Fully Verified,{7340DFBB-511B-498E-B7E5-D0D40B102A59},PALMA SERASIH
0.16567,101.3266,4159,BINA SAWIT NUSANTARA,0.16567,101.3266,unspecified,Not RSPO Certified,PO1000004860,BINA SAWIT NUSANTARA,Indonesia,Riau,Kampar,unspecified,1-Fully Verified,{9583E065-5EA6-4395-B584-353BAC3FBB37},SIN TEK HUAT
-1.51149,113.46575,4160,MULIA SAWIT AGRO LESTARI,-1.51149,113.46575,unspecified,Not RSPO Certified,PO1000004861,MULIA SAWIT AGRO LESTARI,Indonesia,Kalimantan Tengah,Gunung Mas,unspecified,1-Fully Verified,{AF1972A8-21B4-4E2F-905C-4C7593C52E30},MULIA SAWIT AGRO LESTARI (MSAL)
1.08243,117.72242,4161,BUKIT PERMATA,1.08243,117.72242,unspecified,Not RSPO Certified,PO1000004862,TELEN,Indonesia,Kalimantan Timur,Kutai Timur,unspecified,1-Fully Verified,{B4DB2009-5671-4B13-8557-6324902520D7},TELADAN PRIMA
0.01405,99.83695,4162,OPHIR,0.01405,99.83695,unspecified,Not RSPO Certified,PO1000004863,PERKEBUNAN NUSANTARA VI,Indonesia,Sumatera Barat,Pasaman Barat,unspecified,1-Fully Verified,{82FA35F8-23F1-42F1-BEF6-F3A8AFDFD7E2},PTPN III
-1.39335,101.59324,4163,SOLOK SELATAN,-1.39335,101.59324,unspecified,Not RSPO Certified,PO1000004864,BINA PRATAMA SAKOTO JAYA,Indonesia,Sumatera Barat,Solok Selatan,unspecified,1-Fully Verified,{A2BD8ACA-F5F3-4F94-941B-68380C2D3567},INCASI RAYA (GUNAS)
-1.67752,112.93618,4164,BUMI HUTANI LESTARI,-1.67752,112.93618,unspecified,Not RSPO Certified,PO1000004865,BUMI HUTANI LESTARI,Indonesia,Kalimantan Tengah,Katingan,unspecified,1-Fully Verified,{FE58F0D5-DF42-4EC6-87C2-11D2BA0A067B},EAGLE HIGH PLANTATIONS
-2.54628,110.38497,4165,PEMBANGUNAN RAYA,-2.54628,110.38497,"RSPO Certified, MB",RSPO Certified,PO1000004866,AGRO SEJAHTERA MANUNGGAL,Indonesia,Kalimantan Barat,Ketapang,unspecified,1-Fully Verified,{D0EA3A6E-4A71-4019-AC4D-B943222C4B1C},BUMITAMA GUNAJAYA AGRO (BGA)
-2.80103,110.59375,4166,SUKSES KARYA SAWIT,-2.80103,110.59375,unspecified,Not RSPO Certified,PO1000004867,SUKSES KARYA SAWIT,Indonesia,Kalimantan Barat,Ketapang,unspecified,1-Fully Verified,{427F70BB-B809-4D89-BB44-7AA0F7BB9B76},IOI CORPORATION
-3.85172,103.80405,4167,BUMI SAWINDO PERMAI,-3.85172,103.80405,unspecified,Not RSPO Certified,PO1000004868,BUMI SAWINDO PERMAI,Indonesia,Sumatera Selatan,Muara Enim,unspecified,1-Fully Verified,{CE4B38E9-D6AE-44AE-8885-DCB6FABD1FEC},BUKIT ASAM
0.74072,108.94187,4168,PATIWARE,0.74072,108.94187,unspecified,Not RSPO Certified,PO1000004869,PATIWARE,Indonesia,Kalimantan Barat,Bengkayang,unspecified,1-Fully Verified,{121BC218-E528-4850-9D1C-77EF6D6984C5},GAMA PLANTATIONS
0.63875,101.97648,4169,SIAK,0.63875,101.97648,unspecified,Not RSPO Certified,PO1000004922,BERLIAN INTI MEKAR,Indonesia,Riau,Siak,unspecified,1-Fully Verified,{4CEECE2F-3095-4E58-9FAB-9F7A52161074},MAHKOTA
3.6951,98.51463,4170,MAKMUR ANUGERAH SAWITINDO,3.6951,98.51463,unspecified,Not RSPO Certified,PO1000004924,MAKMUR ANUGERAH SAWITINDO,Indonesia,Sumatera Utara,Deli Serdang,unspecified,2-High Confidence,{681C17B4-100B-4824-824B-24C37C87590E},UNKNOWN
-0.03888,110.19388,4171,PADU,-0.03888,110.19388,unspecified,Not RSPO Certified,PO1000004925,SURYA BORNEO INDAH,Indonesia,Kalimantan Barat,Sanggau,unspecified,1-Fully Verified,{A7C7D216-A106-4E56-B200-325F49925C27},BINTANG HARAPAN DESA (BHD)
1.64332,100.41762,4172,SEI MERANTI,1.64332,100.41762,"RSPO Certified, MB",RSPO Certified,PO1000004927,PERKEBUNAN NUSANTARA III,Indonesia,Riau,Rokan Hilir,unspecified,1-Fully Verified,{4BBD3216-6675-42F8-B880-F4CEF08E7C4B},PTPN III
1.70922,100.28907,4173,TORGAMBA,1.70922,100.28907,"RSPO Certified, MB",RSPO Certified,PO1000004929,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Labuhanbatu Selatan,unspecified,1-Fully Verified,{5C4C51C9-3DCD-4779-9AA4-0702B62DC4F1},PTPN III
-1.88303,113.03175,4174,"SELUCING AGRO

",-1.88303,113.03175,unspecified,Not RSPO Certified,PO1000004930,WINDU NABATINDO LESTARI,Indonesia,Kalimantan Tengah,Kotawaringin Timur,unspecified,1-Fully Verified,{E9A0165B-E8FA-4639-A008-8422C7BD418D},BUMITAMA GUNAJAYA AGRO (BGA)
-1.99368,112.83168,4175,SWADAYA SAPTA PUTRA,-1.99368,112.83168,unspecified,Not RSPO Certified,PO1000004931,SWADAYA SAPTA PUTRA,Indonesia,Kalimantan Tengah,Kotawaringin Timur,unspecified,1-Fully Verified,{8C869CAA-0295-4856-863F-87462E28F68B},MERBAUJAYA INDAHRAYA
-2.09193,111.48705,4176,NIRMALA AGRO LESTARI,-2.09193,111.48705,unspecified,Not RSPO Certified,PO1000004932,NIRMALA AGRO LESTARI,Indonesia,Kalimantan Tengah,Lamandau,unspecified,1-Fully Verified,{CFB0A681-D53B-49E1-A705-5AF16E0B6B2A},ASTRA AGRO LESTARI
-2.23298,116.04888,4177,PUCUK JAYA,-2.23298,116.04888,unspecified,Not RSPO Certified,PO1000004934,PUCUK JAYA,Indonesia,Kalimantan Timur,Paser,unspecified,1-Fully Verified,{44A0268D-2ED5-4F2B-86DC-0FA72CEFC235},CHELLAM PLANTATIONS
-0.051,102.252,4178,SARI LEMBAH SUBUR 1,-0.051,102.252,unspecified,Not RSPO Certified,PO1000004935,SARI LEMBAH SUBUR,Indonesia,Riau,Pelalawan,unspecified,2-High Confidence,{2FE7C369-83C3-4C54-995B-CEF4A38C915D},ASTRA AGRO LESTARI
-2.53877,111.66785,4179,MEDANG SARI,-2.53877,111.66785,unspecified,Not RSPO Certified,PO1000004937,SABUT MAS ABADI,Indonesia,Kalimantan Tengah,Kotawaringin Barat,unspecified,1-Fully Verified,{5CACCD41-5817-41E1-A6BA-A3E8AC530094},MEDCO AGRO
-2.82577,104.7353,4180,SRIWIJAYA PALM OIL INDONESIA,-2.82577,104.7353,unspecified,Not RSPO Certified,PO1000004938,SRIWIJAYA PALM OIL INDONESIA,Indonesia,Sumatera Selatan,Banyu Asin,unspecified,1-Fully Verified,{F7C5BBC3-7B06-441C-8B7E-71789DF99281},SRIWIJAYA PALM OIL
3.07012,99.2047,4181,SINAR TENERA,3.07012,99.2047,unspecified,Not RSPO Certified,PO1000004940,SINAR TENERA,Indonesia,Sumatera Utara,Simalungun,unspecified,2-High Confidence,{9EEC241E-854F-4B8B-93E1-E5A8E75853AA},UNKNOWN
-3.13379,101.60162,4182,MITRA PUDING MAS,-3.13379,101.60162,unspecified,Not RSPO Certified,PO1000004942,MITRA PUDING MAS,Indonesia,Bengkulu,Mukomuko,unspecified,1-Fully Verified,{8C7D35F2-D9CC-4947-A75F-AA2C25E5BF05},ANGLO-EASTERN PLANTATION (AEP)
3.52609,98.89842,4183,PAGAR MERBAU,3.52609,98.89842,unspecified,Not RSPO Certified,PO1000004944,PERKEBUNAN NUSANTARA II,Indonesia,Sumatera Utara,Deli Serdang,unspecified,1-Fully Verified,{A4E5A9B0-FCD1-48D9-BC91-B24B42D7E54A},PTPN III
-3.64447,102.24245,4184,SEI LEMAU,-3.64447,102.24245,unspecified,Not RSPO Certified,PO1000004945,BIO NUSANTARA TEKNOLOGI,Indonesia,Bengkulu,Bengkulu Tengah,unspecified,1-Fully Verified,{CC7CC3B8-6F3E-48A2-8948-EE1AA26F69B4},UNKNOWN
-3.673,115.481,4185,BATULAKI,-3.673,115.481,unspecified,Not RSPO Certified,PO1000004946,BUANA KARYA BHAKTI,Indonesia,Kalimantan Selatan,Tanah Bumbu,unspecified,2-High Confidence,{471D5A35-E5E3-41AC-8B54-3F15331C46CB},GAGAH PUTERA SATRIA (GPS)
-6.61028,140.56483,4186,DIMEX SELARAS,-6.61028,140.56483,unspecified,Not RSPO Certified,PO1000004947,TUNAS SAWA ERMA,Indonesia,Papua,Boven Digoel,unspecified,1-Fully Verified,{C5B7E086-F083-42C3-9C2C-63B30228D45A},KORINDO
2.90205,99.5094,4187,SEI SILAU,2.90205,99.5094,"RSPO Certified, MB",RSPO Certified,PO1000004948,PERKEBUNAN NUSANTARA III,Indonesia,Sumatera Utara,Asahan,unspecified,1-Fully Verified,{88B72EE8-660D-4BE7-A5EF-F00CBB7F793A},PTPN III
-2.54346,-48.70625,4188,AGROPALMA/PARAPALMA,-2.54346,-48.70625,"RSPO Certified, IP",RSPO Certified,PO1000004955,AGROPALMA,Brazil,Pará,Tailândia,unspecified,1-Fully Verified,{DD790651-EED0-4D39-8896-F8E6E15B3818},AGROPALMA
8.97517,99.87952,4189,"S.P.O.AGRO-INDUSTRIES CO.,LTD.(SICHON)",8.97517,99.87952,"RSPO Certified, MB",RSPO Certified,PO1000004976,"S.P.O AGRO-INDUSTRIES CO, LTD",Thailand,Nakhon Si Thammarat,Sichon,unspecified,1-Fully Verified,{953CAC6F-0A82-4A8D-8CDE-C74D92BC6180},UNKNOWN
14.04211,-91.12219,4190,"INDUSTRIAS DE JABONES Y DETERGENTES LAS PALMAS, S. A.",14.04211,-91.12219,"RSPO Certified, MB",RSPO Certified,PO1000005085,"INDUSTRIAS DE JABONES Y DETERGENTES LAS PALMAS, S. A.",Guatemala,Escuintla,La Gomera,unspecified,1-Fully Verified,{51DBD5CE-A1C1-496F-9808-7C922F318309},UNKNOWN
-2.73962,108.00178,4191,PARIT SEMBADA,-2.73962,108.00178,"RSPO Certified, MB",RSPO Certified,PO1000005100,PARIT SEMBADA,Indonesia,Bangka Belitung,Belitung Timur,unspecified,1-Fully Verified,{C5BE6AA5-6F65-4578-BC44-EC9B5F882CCC},KUALA LUMPUR KEPONG (KLK)
-2.09194,113.03333,4192,KATARI AGRO,-2.09194,113.03333,"RSPO Certified, MB",RSPO Certified,PO1000005104,WINDU NABATINDO LESTARI,Indonesia,Kalimantan Tengah,Kotawaringin Timur,unspecified,1-Fully Verified,{97D140CC-4433-4FA4-97B7-203ED5F29589},BUMITAMA GUNAJAYA AGRO (BGA)
-0.73471,102.52409,4193,SEBERIDA,-0.73471,102.52409,unspecified,Not RSPO Certified,PO1000005106,NIKMAT HALONA REKSA,Indonesia,Riau,Indragiri Hulu,unspecified,1-Fully Verified,{F8FE3707-CD05-43FE-AE82-234943B3D091},UNKNOWN
3.88293,-73.34121,4194,ACEITES MANUELITA S.A. (YAGUARITO),3.88293,-73.34121,"RSPO Certified, MB",RSPO Certified,PO1000005117,ACEITES MANUELITA,Colombia,Meta,San Carlos de Guaroa,Aceites Manuelita Yaguarito,1-Fully Verified,{86947FD9-09ED-4455-A7D1-D36612FC469B},MANUELITA
0.72572,100.57898,4195,SEI ROKAN,0.72572,100.57898,unspecified,Not RSPO Certified,PO1000005128,PERKEBUNAN NUSANTARA V,Indonesia,Riau,Rokan Hulu,unspecified,1-Fully Verified,{1C9EA514-DDEB-40D1-BBFD-8729F03DA109},PTPN III
2.08409,98.31222,4196,NAULI SAWIT,2.08409,98.31222,unspecified,Not RSPO Certified,PO1000005145,NAULI SAWIT,Indonesia,Sumatera Utara,Tapanuli Tengah,unspecified,1-Fully Verified,{E86D7537-D8A7-4E60-87E9-3E0BB73FE644},UNKNOWN
-2.11044,112.74684,4197,KABUAU,-2.11044,112.74684,unspecified,Not RSPO Certified,PO1000005155,KATINGAN INDAH UTAMA,Indonesia,Kalimantan Tengah,Kotawaringin Timur,unspecified,2-High Confidence,{639BE993-9234-4F24-9D68-904AD51D75EB},MAKIN
1.089,100.776,4198,ANDIKA PERMATA SAWIT LESTARI,1.089,100.776,unspecified,Not RSPO Certified,PO1000005202,ANDIKA PERMATA SAWIT LESTARI,Indonesia,Riau,Rokan Hulu,unspecified,1-Fully Verified,{76D8DCA1-AF52-469D-9D1C-06F11BF8B26C},ANDIKA
-2.255,111.976,4199,SURYA INDAH NUSANTARA PAGI,-2.255,111.976,unspecified,Not RSPO Certified,PO1000005203,SURYAINDAH NUSANTARA PAGI,Indonesia,Kalimantan Tengah,Kotawaringin Barat,unspecified,1-Fully Verified,{19D6B0F3-A0AC-4A35-B918-EE685F24386A},ASTRA AGRO LESTARI
-3.36358,101.82689,4200,KENCANA KETARA KEWALA,-3.36358,101.82689,unspecified,Not RSPO Certified,PO1000005204,KENCANA KATARA KEWALA,Indonesia,Bengkulu,Bengkulu Utara,unspecified,1-Fully Verified,{0B740E6A-5EA5-4130-AABA-6C146C0357C9},UNKNOWN
0.46985,111.21197,4201,SEJAHTERA,0.46985,111.21197,unspecified,Not RSPO Certified,PO1000005205,GRAND MANDIRI UTAMA,Indonesia,Kalimantan Barat,Sekadau,unspecified,1-Fully Verified,{DCEEBC92-58CA-4C93-8F2D-FAE7401E166D},TIANJIN JULONG
